jurisdiction,product_category,product_subtype,ingredient_lookup_kind,ingredient_lookup_value,rule_type,max_value,max_unit,basis,condition_text,exceptions_text,source_title,source_url,source_clause,effective_from,effective_to,rule_version,last_reviewed_at,status
UK,all,,canonical_name,Boric acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Calcium fluoride,max_concentration,0.15,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). When mixed with other fluorine compounds permitted under this Annex, total F concentration must not exceed 0.15 %",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Calcium fluoride,max_concentration,0.15,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). When mixed with other fluorine compounds permitted under this Annex, total F concentration must not exceed 0.15 %",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Calcium hydroxide,max_concentration,7,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Calcium hydroxide,max_concentration,7,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Chlorates of alkali metals,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Chlorates of alkali metals,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Cholecalciferol,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Cholecalciferol,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Chromium,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Chromium,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Colloidal silver (nano),prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Colloidal silver (nano),prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Compounds or mixtures that release hydrogen peroxide, including carbamide peroxide and zinc peroxide, with the exception of the following substances in Annex II: No 1397, 1398, 1399",max_concentration,0.1,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Compounds or mixtures that release hydrogen peroxide, including carbamide peroxide and zinc peroxide, with the exception of the following substances in Annex II: No 1397, 1398, 1399",max_concentration,0.1,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Deanol aceglumate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Deanol aceglumate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Derivatives of cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Derivatives of cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Derivatives of procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Derivatives of procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Dichlorophen,max_concentration,0.5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Dichlorophen,max_concentration,0.5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Dimethylamine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Dimethylamine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Epinephrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Epinephrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Ergocalciferol,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Ergocalciferol,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Esters and alkaline salts of Oxalic acid,max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Esters and alkaline salts of Oxalic acid,max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Ethanol, 2,2&#39;-[(2-nitro-1,4-phenylene)diimino]bis-(9CI)",max_concentration,1,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair must not exceed 1.0 %Do not use with nitrosating agentsMaximum nitrosamine content: 50 μg/kgKeep in nitrite-free containers,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Ethanol, 2,2&#39;-[(2-nitro-1,4-phenylene)diimino]bis-(9CI)",max_concentration,1,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair must not exceed 1.0 %Do not use with nitrosating agentsMaximum nitrosamine content: 50 μg/kgKeep in nitrite-free containers,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Ethers of nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Ethers of nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Halogenated and sulphonated derivatives of aniline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Halogenated and sulphonated derivatives of aniline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Halogenated and sulphonated derivatives of toluidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Halogenated and sulphonated derivatives of toluidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Halogenated and sulphonated derivatives of xylidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Halogenated and sulphonated derivatives of xylidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Hydrogen peroxide,max_concentration,0.1,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). To be only sold to dental practitionersFor each cycle of use, first use by dental practitioners as defined under Directive 2005/36/EC of the European Parliament and of the Council (Directive 2005/36/EC of the European Parliament and of the Council of 7 September 2005 on the recognition of professional qualifications (OJ L 255, 30.9.2005, p. 22)) or under their direct supervision if an equivalent level of safety is ensured. Afterwards to be provided to the consumer to complete the cycle of useNot to be used on a person under 18 years of age",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Hydrogen peroxide,max_concentration,0.1,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). To be only sold to dental practitionersFor each cycle of use, first use by dental practitioners as defined under Directive 2005/36/EC of the European Parliament and of the Council (Directive 2005/36/EC of the European Parliament and of the Council of 7 September 2005 on the recognition of professional qualifications (OJ L 255, 30.9.2005, p. 22)) or under their direct supervision if an equivalent level of safety is ensured. Afterwards to be provided to the consumer to complete the cycle of useNot to be used on a person under 18 years of age",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Hydroxyapatite,max_concentration,0.465,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). Not to be used in applications that may lead to exposure of the end-user&#39;s lungs by inhalationOnly nanomaterials having the following characteristics are allowed: - [composed of] rod-shaped particles of which at least 95.8 % (in particle number) have an aspect ratio less than 3, and the remaining 4.2 % have an aspect ratio not exceeding 4.9 - the particles are not coated or surface modified",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Hydroxyapatite,max_concentration,0.465,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). Not to be used in applications that may lead to exposure of the end-user&#39;s lungs by inhalationOnly nanomaterials having the following characteristics are allowed: - [composed of] rod-shaped particles of which at least 95.8 % (in particle number) have an aspect ratio less than 3, and the remaining 4.2 % have an aspect ratio not exceeding 4.9 - the particles are not coated or surface modified",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Isobutane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list). Not permitted if substance contains ≥ 0.1% (w/w) Butadiene,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Isobutane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list). Not permitted if substance contains ≥ 0.1% (w/w) Butadiene,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Isomers of tuaminoheptane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Isomers of tuaminoheptane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Isoprenaline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Isoprenaline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,m-Aminophenol,max_concentration,1.2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair or eyelashes must not exceed 1.2 %,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,m-Aminophenol,max_concentration,1.2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair or eyelashes must not exceed 1.2 %,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Methotrexate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Methotrexate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Methylphenylenediamines, their N-substituted derivatives and their salts, with the exception of the substance listed under reference numbers 9a and 9b of this Annex and the substances listed under reference numbers 364, 413, 1144, 1310, 1313 and 1507 of Annex II",max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 5 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Methylphenylenediamines, their N-substituted derivatives and their salts, with the exception of the substance listed under reference numbers 9a and 9b of this Annex and the substances listed under reference numbers 364, 413, 1144, 1310, 1313 and 1507 of Annex II",max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 5 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,N-(5-Chlorobenzoxazol-2-yl)acetamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,N-(5-Chlorobenzoxazol-2-yl)acetamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"N-substituted derivatives of o-Phenylenediamine, with exception of those derivatives listed elsewhere in this Annex and under reference numbers 1309, 1311, and 1312 in Annex II",max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"N-substituted derivatives of o-Phenylenediamine, with exception of those derivatives listed elsewhere in this Annex and under reference numbers 1309, 1311, and 1312 in Annex II",max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"N-substituted derivatives of p-Phenylenediamine, with exception of those derivatives listed elsewhere in this Annex and under reference numbers 1309, 1311, and 1312 in Annex II",max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"N-substituted derivatives of p-Phenylenediamine, with exception of those derivatives listed elsewhere in this Annex and under reference numbers 1309, 1311, and 1312 in Annex II",max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Octodrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Octodrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Oxalic acid,max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Oxalic acid,max_concentration,5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
