jurisdiction,product_category,product_subtype,ingredient_lookup_kind,ingredient_lookup_value,rule_type,max_value,max_unit,basis,condition_text,exceptions_text,source_title,source_url,source_clause,effective_from,effective_to,rule_version,last_reviewed_at,status
UK,all,,canonical_name,CARBOMER,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 522.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/carbomer,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,PROPYLENE GLYCOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 522.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/propylene-glycol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,PROPYLENE GLYCOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 522.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/propylene-glycol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Coconut,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 511.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/coconut,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Coconut,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 511.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/coconut,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,GLYCOL DISTEARATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 505.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/glycol-distearate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,GLYCOL DISTEARATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 505.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/glycol-distearate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Sunflower,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 487.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sunflower,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Sunflower,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 487.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sunflower,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,CI 77891,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 479.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-77891,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,CI 77891,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 479.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-77891,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Shea-butter,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 478.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/shea-butter,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Shea-butter,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 478.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/shea-butter,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Vitamins,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 470.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vitamins,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Vitamins,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 470.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vitamins,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Vegetable-fat,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 466.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetable-fat,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Vegetable-fat,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 466.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetable-fat,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,BUTYLENE GLYCOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 463.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butylene-glycol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,BUTYLENE GLYCOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 463.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butylene-glycol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,CI 19140,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 463.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-19140,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,CI 19140,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 463.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-19140,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Extract,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 457.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/extract,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Extract,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 457.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/extract,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Caprylic,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 454.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/caprylic,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Caprylic,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 454.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/caprylic,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Dairy,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 454.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/dairy,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Dairy,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 454.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/dairy,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,CI 42090,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 449.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-42090,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,CI 42090,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 449.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-42090,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,ZINC,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 446.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/zinc,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,ZINC,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 446.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/zinc,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Natural extracts,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 438.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/natural-extracts,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Natural extracts,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 438.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/natural-extracts,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,ALPHA-ISOMETHYL IONONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 424.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/alpha-isomethyl-ionone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,ALPHA-ISOMETHYL IONONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 424.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/alpha-isomethyl-ionone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Fluoride,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 424.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/fluoride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Fluoride,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 424.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/fluoride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Capric-triglyceride,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 422.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/capric-triglyceride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Capric-triglyceride,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 422.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/capric-triglyceride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,CITRAL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 419.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/citral,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,CITRAL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 419.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/citral,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,VEGETABLE OIL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 417.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetable-oil,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,VEGETABLE OIL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 417.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetable-oil,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 413.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/guar-hydroxypropyltrimonium-chloride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 413.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/guar-hydroxypropyltrimonium-chloride,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Aloe-vera,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 379.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/aloe-vera,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Aloe-vera,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 379.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/aloe-vera,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Cocos-nucifera,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 378.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cocos-nucifera,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Cocos-nucifera,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 378.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cocos-nucifera,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,STEARIC ACID,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 370.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearic-acid,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,STEARIC ACID,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 370.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearic-acid,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Acrylates,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 364.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/acrylates,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Acrylates,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 364.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/acrylates,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Fruit-extract,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 359.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/fruit-extract,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Fruit-extract,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 359.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/fruit-extract,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,SODIUM HYALURONATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 355.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sodium-hyaluronate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,SODIUM HYALURONATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 355.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sodium-hyaluronate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,PROPANEDIOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 349.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/propanediol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,PROPANEDIOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 349.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/propanediol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,PARAFFINUM LIQUIDUM,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 346.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/paraffinum-liquidum,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,PARAFFINUM LIQUIDUM,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 346.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/paraffinum-liquidum,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,No1,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 342.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/no1,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,No1,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 342.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/no1,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,E172ii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 338.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/e172ii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,E172ii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 338.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/e172ii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,STEARYL ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 330.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearyl-alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,STEARYL ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 330.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearyl-alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,METHYLISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 327.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,METHYLISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 327.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Butyrospermum-parkii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Butyrospermum-parkii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Ingredient,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ingredient,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
